I, J, U, V, Uerr, Verr 
160,95,11.7043,-7.0751,3.2294,4.2667
160,96,11.7043,-7.0751,3.2294,4.2667
160,97,11.7043,-7.0751,3.2294,4.2667
160,98,11.7043,-7.0751,3.2294,4.2667
160,99,30.3669,18.8728,4.8188,5.5146
160,100,30.3669,18.8728,4.8188,5.5146
160,101,30.3669,18.8728,4.8188,5.5146
160,102,30.3669,18.8728,4.8188,5.5146
160,103,33.6240,10.4548,4.8188,5.5146
160,104,33.6240,10.4548,4.8188,5.5146
160,105,33.6240,10.4548,4.8188,5.5146
160,106,33.6240,10.4548,4.8188,5.5146
161,95,11.7043,-7.0751,3.2294,4.2667
161,96,11.7043,-7.0751,3.2294,4.2667
161,97,11.7043,-7.0751,3.2294,4.2667
161,98,11.7043,-7.0751,3.2294,4.2667
161,99,30.3669,18.8728,4.8188,5.5146
161,100,30.3669,18.8728,4.8188,5.5146
161,101,30.3669,18.8728,4.8188,5.5146
161,102,30.3669,18.8728,4.8188,5.5146
161,103,33.6240,10.4548,4.8188,5.5146
161,104,33.6240,10.4548,4.8188,5.5146
161,105,33.6240,10.4548,4.8188,5.5146
161,106,33.6240,10.4548,4.8188,5.5146
162,95,11.7043,-7.0751,3.2294,4.2667
162,96,11.7043,-7.0751,3.2294,4.2667
162,97,11.7043,-7.0751,3.2294,4.2667
162,98,11.7043,-7.0751,3.2294,4.2667
162,99,30.3669,18.8728,4.8188,5.5146
162,100,30.3669,18.8728,4.8188,5.5146
162,101,30.3669,18.8728,4.8188,5.5146
162,102,30.3669,18.8728,4.8188,5.5146
162,103,33.6240,10.4548,4.8188,5.5146
162,104,33.6240,10.4548,4.8188,5.5146
162,105,33.6240,10.4548,4.8188,5.5146
162,106,33.6240,10.4548,4.8188,5.5146
163,91,18.4369,28.4290,3.2294,4.2667
163,92,18.4369,28.4290,3.2294,4.2667
163,93,18.4369,28.4290,3.2294,4.2667
163,94,18.4369,28.4290,3.2294,4.2667
163,95,24.9642,20.6195,3.2294,4.2667
163,96,24.9642,20.6195,3.2294,4.2667
163,97,24.9642,20.6195,3.2294,4.2667
163,98,24.9642,20.6195,3.2294,4.2667
163,99,25.7165,16.3421,3.7872,3.7088
163,100,25.7165,16.3421,3.7872,3.7088
163,101,25.7165,16.3421,3.7872,3.7088
163,102,25.7165,16.3421,3.7872,3.7088
163,103,35.2157,16.3645,3.7872,3.7088
163,104,35.2157,16.3645,3.7872,3.7088
163,105,35.2157,16.3645,3.7872,3.7088
163,106,35.2157,16.3645,3.7872,3.7088
164,91,18.4369,28.4290,3.2294,4.2667
164,92,18.4369,28.4290,3.2294,4.2667
164,93,18.4369,28.4290,3.2294,4.2667
164,94,18.4369,28.4290,3.2294,4.2667
164,95,24.9642,20.6195,3.2294,4.2667
164,96,24.9642,20.6195,3.2294,4.2667
164,97,24.9642,20.6195,3.2294,4.2667
164,98,24.9642,20.6195,3.2294,4.2667
164,99,25.7165,16.3421,3.7872,3.7088
164,100,25.7165,16.3421,3.7872,3.7088
164,101,25.7165,16.3421,3.7872,3.7088
164,102,25.7165,16.3421,3.7872,3.7088
164,103,35.2157,16.3645,3.7872,3.7088
164,104,35.2157,16.3645,3.7872,3.7088
164,105,35.2157,16.3645,3.7872,3.7088
164,106,35.2157,16.3645,3.7872,3.7088
165,91,18.4369,28.4290,3.2294,4.2667
165,92,18.4369,28.4290,3.2294,4.2667
165,93,18.4369,28.4290,3.2294,4.2667
165,94,18.4369,28.4290,3.2294,4.2667
165,95,24.9642,20.6195,3.2294,4.2667
165,96,24.9642,20.6195,3.2294,4.2667
165,97,24.9642,20.6195,3.2294,4.2667
165,98,24.9642,20.6195,3.2294,4.2667
165,99,25.7165,16.3421,3.7872,3.7088
165,100,25.7165,16.3421,3.7872,3.7088
165,101,25.7165,16.3421,3.7872,3.7088
165,102,25.7165,16.3421,3.7872,3.7088
165,103,35.2157,16.3645,3.7872,3.7088
165,104,35.2157,16.3645,3.7872,3.7088
165,105,35.2157,16.3645,3.7872,3.7088
165,106,35.2157,16.3645,3.7872,3.7088
166,91,18.4369,28.4290,3.2294,4.2667
166,92,18.4369,28.4290,3.2294,4.2667
166,93,18.4369,28.4290,3.2294,4.2667
166,94,18.4369,28.4290,3.2294,4.2667
166,95,24.9642,20.6195,3.2294,4.2667
166,96,24.9642,20.6195,3.2294,4.2667
166,97,24.9642,20.6195,3.2294,4.2667
166,98,24.9642,20.6195,3.2294,4.2667
166,99,25.7165,16.3421,3.7872,3.7088
166,100,25.7165,16.3421,3.7872,3.7088
166,101,25.7165,16.3421,3.7872,3.7088
166,102,25.7165,16.3421,3.7872,3.7088
166,103,35.2157,16.3645,3.7872,3.7088
166,104,35.2157,16.3645,3.7872,3.7088
166,105,35.2157,16.3645,3.7872,3.7088
166,106,35.2157,16.3645,3.7872,3.7088
167,91,35.8213,37.8964,4.8188,5.5146
167,92,35.8213,37.8964,4.8188,5.5146
167,93,35.8213,37.8964,4.8188,5.5146
167,94,35.8213,37.8964,4.8188,5.5146
167,95,26.8269,24.4944,4.8188,5.5146
167,96,26.8269,24.4944,4.8188,5.5146
167,97,26.8269,24.4944,4.8188,5.5146
167,98,26.8269,24.4944,4.8188,5.5146
167,99,13.1862,2.9309,0.9051,1.4181
167,100,13.1862,2.9309,0.9051,1.4181
167,101,13.1862,2.9309,0.9051,1.4181
167,102,13.1862,2.9309,0.9051,1.4181
167,103,6.7161,-8.2183,0.9051,1.4181
167,104,6.7161,-8.2183,0.9051,1.4181
167,105,6.7161,-8.2183,0.9051,1.4181
167,106,6.7161,-8.2183,0.9051,1.4181
167,107,6.8770,-19.7369,0.9771,1.2052
167,108,6.8770,-19.7369,0.9771,1.2052
167,109,6.8770,-19.7369,0.9771,1.2052
167,110,6.8770,-19.7369,0.9771,1.2052
168,91,35.8213,37.8964,4.8188,5.5146
168,92,35.8213,37.8964,4.8188,5.5146
168,93,35.8213,37.8964,4.8188,5.5146
168,94,35.8213,37.8964,4.8188,5.5146
168,95,26.8269,24.4944,4.8188,5.5146
168,96,26.8269,24.4944,4.8188,5.5146
168,97,26.8269,24.4944,4.8188,5.5146
168,98,26.8269,24.4944,4.8188,5.5146
168,99,13.1862,2.9309,0.9051,1.4181
168,100,13.1862,2.9309,0.9051,1.4181
168,101,13.1862,2.9309,0.9051,1.4181
168,102,13.1862,2.9309,0.9051,1.4181
168,103,6.7161,-8.2183,0.9051,1.4181
168,104,6.7161,-8.2183,0.9051,1.4181
168,105,6.7161,-8.2183,0.9051,1.4181
168,106,6.7161,-8.2183,0.9051,1.4181
168,107,6.8770,-19.7369,0.9771,1.2052
168,108,6.8770,-19.7369,0.9771,1.2052
168,109,6.8770,-19.7369,0.9771,1.2052
168,110,6.8770,-19.7369,0.9771,1.2052
169,91,35.8213,37.8964,4.8188,5.5146
169,92,35.8213,37.8964,4.8188,5.5146
169,93,35.8213,37.8964,4.8188,5.5146
169,94,35.8213,37.8964,4.8188,5.5146
169,95,26.8269,24.4944,4.8188,5.5146
169,96,26.8269,24.4944,4.8188,5.5146
169,97,26.8269,24.4944,4.8188,5.5146
169,98,26.8269,24.4944,4.8188,5.5146
169,99,13.1862,2.9309,0.9051,1.4181
169,100,13.1862,2.9309,0.9051,1.4181
169,101,13.1862,2.9309,0.9051,1.4181
169,102,13.1862,2.9309,0.9051,1.4181
169,103,6.7161,-8.2183,0.9051,1.4181
169,104,6.7161,-8.2183,0.9051,1.4181
169,105,6.7161,-8.2183,0.9051,1.4181
169,106,6.7161,-8.2183,0.9051,1.4181
169,107,6.8770,-19.7369,0.9771,1.2052
169,108,6.8770,-19.7369,0.9771,1.2052
169,109,6.8770,-19.7369,0.9771,1.2052
169,110,6.8770,-19.7369,0.9771,1.2052
170,83,10.5716,12.9472,0.8663,1.2210
170,84,10.5716,12.9472,0.8663,1.2210
170,85,10.5716,12.9472,0.8663,1.2210
170,86,10.5716,12.9472,0.8663,1.2210
170,87,7.4597,10.2799,0.9783,1.0237
170,88,7.4597,10.2799,0.9783,1.0237
170,89,7.4597,10.2799,0.9783,1.0237
170,90,7.4597,10.2799,0.9783,1.0237
170,91,7.4597,10.2799,0.9783,1.0237
170,92,11.9419,11.6151,0.8454,1.3369
170,93,11.9419,11.6151,0.8454,1.3369
170,94,11.9419,11.6151,0.8454,1.3369
170,95,9.6833,7.1673,0.9824,1.0196
170,96,9.6833,7.1673,0.9824,1.0196
170,97,9.6833,7.1673,0.9824,1.0196
170,98,9.6833,7.1673,0.9824,1.0196
170,99,9.9760,-4.0772,0.9494,1.1379
170,100,9.9760,-4.0772,0.9494,1.1379
170,101,9.9760,-4.0772,0.9494,1.1379
170,102,9.9760,-4.0772,0.9494,1.1379
170,103,8.1432,-9.8913,0.7954,2.9438
170,104,8.1432,-9.8913,0.7954,2.9438
170,105,8.1432,-9.8913,0.7954,2.9438
170,106,8.1432,-9.8913,0.7954,2.9438
170,107,6.8470,-16.8800,0.9841,1.1032
170,108,6.8470,-16.8800,0.9841,1.1032
170,109,6.8470,-16.8800,0.9841,1.1032
170,110,6.8470,-16.8800,0.9841,1.1032
170,111,3.8873,-15.7954,0.9841,1.1032
170,112,3.8873,-15.7954,0.9841,1.1032
170,113,3.8873,-15.7954,0.9841,1.1032
170,114,3.8873,-15.7954,0.9841,1.1032
170,115,2.9303,-11.3638,1.0299,1.1524
170,116,2.9303,-11.3638,1.0299,1.1524
170,117,2.9303,-11.3638,1.0299,1.1524
170,118,2.9303,-11.3638,1.0299,1.1524
170,119,5.3553,-7.8434,1.1135,1.2065
170,120,5.3553,-7.8434,1.1135,1.2065
170,121,5.3553,-7.8434,1.1135,1.2065
170,122,5.3553,-7.8434,1.1135,1.2065
171,83,10.5716,12.9472,0.8663,1.2210
171,84,10.5716,12.9472,0.8663,1.2210
171,85,10.5716,12.9472,0.8663,1.2210
171,86,10.5716,12.9472,0.8663,1.2210
171,87,7.4597,10.2799,0.9783,1.0237
171,88,7.4597,10.2799,0.9783,1.0237
171,89,7.4597,10.2799,0.9783,1.0237
171,90,7.4597,10.2799,0.9783,1.0237
171,91,7.4597,10.2799,0.9783,1.0237
171,92,11.9419,11.6151,0.8454,1.3369
171,93,11.9419,11.6151,0.8454,1.3369
171,94,11.9419,11.6151,0.8454,1.3369
171,95,9.6833,7.1673,0.9824,1.0196
171,96,9.6833,7.1673,0.9824,1.0196
171,97,9.6833,7.1673,0.9824,1.0196
