    2    3    0.000000    0.000000
    3    3    8.732460    0.000000
    2    4    0.000000    0.000000
    3    4    0.261752    0.000000
    4    4    1.492558    0.000000
    5    4   13.392872    0.000000
    2    5    0.000000    0.000000
    3    5    3.116426    0.000000
    4    5    1.642442    5.891832
    5    5    9.421139    5.748484
    6    5   12.564224    0.000000
    7    5   -1.463065    0.000000
    2    6    0.000000    0.000000
    3    6    2.669425    0.000000
    4    6    2.714564    1.677707
    5    6    8.120504    2.435555
    6    6    6.619350   -1.725575
    7    6    5.641448    7.791282
    8    6   -1.288314    0.000000
    2    7    0.000000    0.000000
    3    7    1.993601    0.000000
    4    7    2.898108    0.057041
    5    7    5.594495   -1.859712
    6    7    5.230393   -2.010461
    7    7    0.523623   -4.548355
    8    7   -3.259938   -2.961887
    9    7   -5.357900    0.000000
   10    7    0.914313    0.000000
   11    7    8.919837    0.000000
    2    8    0.000000    0.000000
    3    8   -1.176728    0.000000
    4    8    2.153006   -3.570485
    5    8    5.857866   -3.000936
    6    8    4.447519   -3.439398
    7    8    0.278484   -3.137290
    8    8   -2.349151   -0.739898
    9    8   -4.776094    1.520901
   10    8   -4.393964   -2.208491
   11    8    1.507091   -6.380841
    2    9    0.000000    0.000000
    3    9   -2.639639    0.000000
    4    9   -0.438006   -3.787340
    5    9    4.812829   -4.538187
    6    9    4.142449   -4.451886
    7    9    1.943403   -2.277693
    8    9   -2.515721   -1.655033
    9    9   -3.724971    0.365370
   10    9   -3.310499    2.651742
   11    9   -1.765358    0.820650
    2   10    0.000000    0.000000
    3   10   -2.066664    0.000000
    4   10   -1.759260   -0.495721
    5   10    2.437336   -2.579750
    6   10    2.902497   -3.493098
    7   10    1.914809   -3.130357
    8   10   -1.139245   -1.228474
    9   10   -0.455304    2.684273
   10   10   -0.780396    5.832986
   11   10   -2.363951    6.145384
    2   11    0.000000    0.000000
    3   11   -2.091093    0.000000
    4   11   -0.638736    1.059573
    5   11    1.084934   -0.203757
    6   11    1.525803   -1.425805
    7   11    1.163511   -1.936472
    8   11    0.390434   -0.121036
    9   11    2.094464    2.722416
   10   11   -0.236213    3.568141
   11   11   -3.147982    3.095076
    2   12    0.000000    0.000000
    3   12   -1.866399    0.000000
    4   12    0.171986    1.075503
    5   12    0.715463    0.743739
    6   12    0.677151   -0.012807
    7   12    0.434819   -0.620592
    8   12    1.141452    0.252080
    9   12    3.242379    1.579646
   10   12    0.287361    2.368148
   11   12   -3.059060    2.886231
    2   13    0.000000    0.000000
    3   13   -2.138520    0.000000
    4   13    0.085129   -0.162887
    5   13    1.167784    0.474239
    6   13    1.101758    1.052668
    7   13    0.158802    0.901347
    8   13    0.492381    0.418157
    9   13    2.592694    0.003134
   10   13    0.943173    0.937709
   11   13   -2.783772    1.643620
    2   14    0.000000    0.000000
    3   14   -1.348636    0.000000
    4   14   -1.205573   -0.376611
    5   14    1.150058   -0.256749
    6   14    1.591000    0.361225
    7   14   -0.244659    0.097780
    8   14   -0.733568   -0.930810
    9   14    1.374895   -1.863518
   10   14    1.133463   -1.370376
   11   14   -2.236490   -0.543085
