   12   36    1.725020    0.643708
   13   36    2.734104    0.908187
   14   36    3.092752    1.305152
   15   36    3.231281    1.547942
   16   36    3.487233    1.473844
   17   36    4.027605    1.587719
   18   36    4.698281    1.949631
   19   36    5.681280    2.379856
   20   36    6.482931    2.675442
   21   36    8.157204    2.479587
   22   36    9.485895    1.808784
   23   36   10.969164    1.028159
   24   36   11.585234    0.113278
   25   36   12.034305   -0.960921
   26   36   11.356852   -1.238420
   27   36   10.858877   -1.399648
   28   36   11.664505   -1.541296
   29   36   11.655192   -1.958524
   30   36   11.553842   -2.437886
   31   36   11.769374   -2.346066
   32   36   11.745994   -2.305615
   12   37    1.373235    0.495197
   13   37    2.599196    0.366200
   14   37    3.345645    0.632757
   15   37    3.757218    1.180677
   16   37    3.912964    1.627087
   17   37    4.230178    1.869808
   18   37    4.741908    2.012156
   19   37    5.622635    2.066596
   20   37    6.471381    2.138736
   21   37    7.816316    1.905490
   22   37    8.770267    1.316955
   23   37   10.279364    0.710860
   24   37   10.765986    0.036354
   25   37   10.939380   -0.791823
   26   37   10.938194   -0.950224
   27   37   10.674477   -0.913732
   28   37   11.296080   -1.089505
   29   37   11.234397   -1.369223
   30   37   11.246272   -1.584604
   31   37   11.911343   -1.372949
   32   37   11.569841   -1.445819
   12   38    1.096534    0.941444
   13   38    2.184027    0.532177
   14   38    3.160127    0.342433
   15   38    4.067657    0.634498
   16   38    4.615021    1.326226
   17   38    4.817449    1.922870
   18   38    5.108027    2.307175
   19   38    5.718977    2.411117
   20   38    6.408726    2.366548
   21   38    7.481731    2.069037
   22   38    8.118284    1.456698
   23   38    9.399648    0.632270
   24   38    9.815664   -0.246699
   25   38   10.160403   -0.940860
   26   38   10.794188   -0.989681
   27   38   10.803671   -0.792418
   28   38   11.466429   -0.577705
   29   38   11.168866   -0.579531
   30   38   10.913960   -0.813418
   31   38   11.611052   -1.009154
   32   38   11.134911   -1.362465
   12   39    1.351020    1.666491
   13   39    2.140048    1.559598
   14   39    2.938724    1.280629
   15   39    3.912688    1.092208
   16   39    4.891228    1.360458
   17   39    5.266310    1.810676
   18   39    5.613660    2.300790
   19   39    5.982136    2.531374
   20   39    6.345570    2.455281
   21   39    7.142794    2.110223
   22   39    7.451616    1.414485
   23   39    8.524176    0.509194
   24   39    8.944819   -0.396266
   25   39    9.676758   -0.922248
   26   39   10.766249   -0.970099
   27   39   10.947209   -0.850473
   28   39   11.703905   -0.636223
   29   39   11.197455   -0.596031
   30   39   10.602513   -0.892890
   31   39   11.256577   -1.239069
   32   39   10.875126   -1.498971
   12   40    1.981140    1.527520
   13   40    2.717359    2.010189
   14   40    3.218617    2.205977
   15   40    3.759058    2.018568
   16   40    4.739771    1.871063
   17   40    5.173444    1.808056
   18   40    5.715390    1.928753
   19   40    6.048027    1.991444
   20   40    6.243679    1.879025
   21   40    6.876511    1.589883
   22   40    6.941559    1.054991
   23   40    7.923602    0.442472
   24   40    8.319482   -0.194212
   25   40    9.310332   -0.577181
   26   40   10.594929   -0.756168
   27   40   10.719590   -0.981421
   28   40   11.569734   -1.094512
   29   40   11.146540   -1.116680
   30   40   10.544868   -1.175725
   31   40   11.272135   -1.179913
   32   40   11.058737   -1.013491
   12   41    2.673542    0.357626
   13   41    3.684792    0.918958
   14   41    3.864188    1.470291
   15   41    3.978062    1.673495
   16   41    4.700463    1.657357
   17   41    4.956786    1.486749
   18   41    5.603292    1.397473
   19   41    5.982728    1.310573
   20   41    6.209476    1.231847
   21   41    6.800123    1.110040
   22   41    6.747734    0.884996
   23   41    7.758938    0.699999
   24   41    8.038583    0.394942
   25   41    9.018991    0.077993
   26   41   10.175622   -0.359179
   27   41   10.148532   -0.936991
   28   41   11.212893   -1.305768
   29   41   11.237348   -1.241769
   30   41   10.987370   -0.827292
   31   41   11.734328   -0.374437
   32   41   11.412799   -0.008671
   12   42    2.414535   -0.504526
   13   42    3.627596   -0.461626
   14   42    4.144116   -0.144551
   15   42    4.292025    0.199576
   16   42    4.937428    0.446547
   17   42    5.102094    0.553676
   18   42    5.758353    0.654642
   19   42    6.029648    0.672845
   20   42    6.337081    0.778594
   21   42    6.925929    0.877013
   22   42    6.823245    0.933508
   23   42    7.864347    1.013917
   24   42    7.989233    0.921785
   25   42    8.800604    0.659778
   26   42    9.654510    0.114269
   27   42    9.576433   -0.467344
   28   42   10.822472   -0.876777
   29   42   11.332404   -0.797990
   30   42   11.615497   -0.163743
   31   42   12.257177    0.372520
   32   42   11.577315    0.553664
   12   43    2.112433   -0.229463
   13   43    3.084054   -0.485522
   14   43    3.729162   -0.747925
   15   43    4.223575   -0.744217
   16   43    5.015685   -0.642797
   17   43    5.289687   -0.485994
   18   43    6.009441   -0.275865
   19   43    6.231763   -0.111622
   20   43    6.658598    0.172124
   21   43    7.208256    0.426333
   22   43    7.104920    0.668189
   23   43    8.147912    0.889853
   24   43    8.073160    0.912253
   25   43    8.706353    0.786639
   26   43    9.290016    0.416839
   27   43    9.316413    0.157301
   28   43   10.494102   -0.170458
   29   43   11.120904   -0.365796
   30   43   11.913980   -0.034164
   31   43   12.479474    0.211555
   32   43   11.576429    0.219542
   12   44    2.475140   -0.136350
   13   44    3.127542   -0.112799
   14   44    3.432412   -0.411834
   15   44    4.047153   -0.617694
   16   44    4.883831   -0.811617
   17   44    5.274539   -0.869489
   18   44    6.077673   -0.817714
   19   44    6.310172   -0.759013
   20   44    6.909921   -0.544240
   21   44    7.483110   -0.314648
   22   44    7.503051    0.027511
   23   44    8.409491    0.217248
   24   44    8.321796    0.404512
   25   44    8.839303    0.514081
   26   44    9.136958    0.360955
   27   44    9.369812    0.415857
   28   44   10.193503    0.117633
   29   44   10.570336   -0.432052
   30   44   11.798261   -0.551309
   31   44   12.471459   -0.564612
   32   44   11.743155   -0.400085
   12   45    3.069381   -0.674377
   13   45    3.608041   -0.269101
   14   45    3.576918   -0.213100
   15   45    4.059619   -0.243526
   16   45    4.617873   -0.536202
   17   45    5.230576   -0.669176
   18   45    6.118758   -0.762240
   19   45    6.327281   -0.857333
   20   45    6.968749   -0.870450
   21   45    7.524456   -0.877025
   22   45    7.801170   -0.609989
   23   45    8.470104   -0.555195
   24   45    8.585272   -0.281422
   25   45    9.076140   -0.041065
   26   45    9.087168   -0.091993
   27   45    9.597660    0.136610
   28   45    9.999784   -0.057653
   29   45    9.979799   -0.650595
   30   45   11.496501   -0.961675
   31   45   12.435729   -1.014115
   32   45   12.296405   -0.474062
   12   46    3.433004   -1.288755
   13   46    4.093824   -0.851462
   14   46    3.899521   -0.557059
   15   46    4.313230   -0.321392
   16   46    4.570420   -0.478301
   17   46    5.620338   -0.425152
   18   46    6.382071   -0.546237
   19   46    6.480482   -0.580185
   20   46    6.877027   -0.743646
   21   46    7.318070   -0.981168
   22   46    7.853004   -0.927003
   23   46    8.276209   -1.094854
   24   46    8.743376   -0.911452
   25   46    9.260998   -0.718908
   26   46    9.111695   -0.710006
   27   46    9.994587   -0.341854
   28   46   10.125890   -0.236102
   29   46    9.817753   -0.411157
   30   46   11.405585   -0.524897
   31   46   12.452023   -0.536277
   32   46   13.016553    0.170274
