I, J, U, V, Uerr, Verr 
163,91,49.5301,71.6204,3.2294,4.2667
163,92,49.5301,71.6204,3.2294,4.2667
163,93,49.5301,71.6204,3.2294,4.2667
163,94,49.5301,71.6204,3.2294,4.2667
163,95,53.6232,70.6344,2.7061,3.0551
163,96,53.6232,70.6344,2.7061,3.0551
163,97,53.6232,70.6344,2.7061,3.0551
163,98,53.6232,70.6344,2.7061,3.0551
163,99,55.6416,73.8784,3.7872,3.7088
163,100,55.6416,73.8784,3.7872,3.7088
163,101,55.6416,73.8784,3.7872,3.7088
163,102,55.6416,73.8784,3.7872,3.7088
163,103,74.4708,84.6678,5.6275,4.7059
163,104,74.4708,84.6678,5.6275,4.7059
163,105,74.4708,84.6678,5.6275,4.7059
163,106,74.4708,84.6678,5.6275,4.7059
164,91,49.5301,71.6204,3.2294,4.2667
164,92,49.5301,71.6204,3.2294,4.2667
164,93,49.5301,71.6204,3.2294,4.2667
164,94,49.5301,71.6204,3.2294,4.2667
164,95,53.6232,70.6344,2.7061,3.0551
164,96,53.6232,70.6344,2.7061,3.0551
164,97,53.6232,70.6344,2.7061,3.0551
164,98,53.6232,70.6344,2.7061,3.0551
164,99,55.6416,73.8784,3.7872,3.7088
164,100,55.6416,73.8784,3.7872,3.7088
164,101,55.6416,73.8784,3.7872,3.7088
164,102,55.6416,73.8784,3.7872,3.7088
164,103,74.4708,84.6678,5.6275,4.7059
164,104,74.4708,84.6678,5.6275,4.7059
164,105,74.4708,84.6678,5.6275,4.7059
164,106,74.4708,84.6678,5.6275,4.7059
165,91,49.5301,71.6204,3.2294,4.2667
165,92,49.5301,71.6204,3.2294,4.2667
165,93,49.5301,71.6204,3.2294,4.2667
165,94,49.5301,71.6204,3.2294,4.2667
165,95,53.6232,70.6344,2.7061,3.0551
165,96,53.6232,70.6344,2.7061,3.0551
165,97,53.6232,70.6344,2.7061,3.0551
165,98,53.6232,70.6344,2.7061,3.0551
165,99,55.6416,73.8784,3.7872,3.7088
165,100,55.6416,73.8784,3.7872,3.7088
165,101,55.6416,73.8784,3.7872,3.7088
165,102,55.6416,73.8784,3.7872,3.7088
165,103,74.4708,84.6678,5.6275,4.7059
165,104,74.4708,84.6678,5.6275,4.7059
165,105,74.4708,84.6678,5.6275,4.7059
165,106,74.4708,84.6678,5.6275,4.7059
166,91,49.5301,71.6204,3.2294,4.2667
166,92,49.5301,71.6204,3.2294,4.2667
166,93,49.5301,71.6204,3.2294,4.2667
166,94,49.5301,71.6204,3.2294,4.2667
166,95,53.6232,70.6344,2.7061,3.0551
166,96,53.6232,70.6344,2.7061,3.0551
166,97,53.6232,70.6344,2.7061,3.0551
166,98,53.6232,70.6344,2.7061,3.0551
166,99,55.6416,73.8784,3.7872,3.7088
166,100,55.6416,73.8784,3.7872,3.7088
166,101,55.6416,73.8784,3.7872,3.7088
166,102,55.6416,73.8784,3.7872,3.7088
166,103,74.4708,84.6678,5.6275,4.7059
166,104,74.4708,84.6678,5.6275,4.7059
166,105,74.4708,84.6678,5.6275,4.7059
166,106,74.4708,84.6678,5.6275,4.7059
167,87,58.6961,95.7926,3.2168,4.2361
167,88,58.6961,95.7926,3.2168,4.2361
167,89,58.6961,95.7926,3.2168,4.2361
167,90,58.6961,95.7926,3.2168,4.2361
167,91,55.4143,82.7330,3.2294,4.2667
167,92,55.4143,82.7330,3.2294,4.2667
167,93,55.4143,82.7330,3.2294,4.2667
167,94,55.4143,82.7330,3.2294,4.2667
167,95,54.3198,70.5561,2.7061,3.0551
167,96,54.3198,70.5561,2.7061,3.0551
167,97,54.3198,70.5561,2.7061,3.0551
167,98,54.3198,70.5561,2.7061,3.0551
167,99,62.0870,75.9973,3.7872,3.7088
167,100,62.0870,75.9973,3.7872,3.7088
167,101,62.0870,75.9973,3.7872,3.7088
167,102,62.0870,75.9973,3.7872,3.7088
167,103,69.7417,75.6208,5.6275,4.7059
167,104,69.7417,75.6208,5.6275,4.7059
167,105,69.7417,75.6208,5.6275,4.7059
167,106,69.7417,75.6208,5.6275,4.7059
168,87,58.6961,95.7926,3.2168,4.2361
168,88,58.6961,95.7926,3.2168,4.2361
168,89,58.6961,95.7926,3.2168,4.2361
168,90,58.6961,95.7926,3.2168,4.2361
168,91,55.4143,82.7330,3.2294,4.2667
168,92,55.4143,82.7330,3.2294,4.2667
168,93,55.4143,82.7330,3.2294,4.2667
168,94,55.4143,82.7330,3.2294,4.2667
168,95,54.3198,70.5561,2.7061,3.0551
168,96,54.3198,70.5561,2.7061,3.0551
168,97,54.3198,70.5561,2.7061,3.0551
168,98,54.3198,70.5561,2.7061,3.0551
168,99,62.0870,75.9973,3.7872,3.7088
168,100,62.0870,75.9973,3.7872,3.7088
168,101,62.0870,75.9973,3.7872,3.7088
168,102,62.0870,75.9973,3.7872,3.7088
168,103,69.7417,75.6208,5.6275,4.7059
168,104,69.7417,75.6208,5.6275,4.7059
168,105,69.7417,75.6208,5.6275,4.7059
168,106,69.7417,75.6208,5.6275,4.7059
169,87,58.6961,95.7926,3.2168,4.2361
169,88,58.6961,95.7926,3.2168,4.2361
169,89,58.6961,95.7926,3.2168,4.2361
169,90,58.6961,95.7926,3.2168,4.2361
169,91,55.4143,82.7330,3.2294,4.2667
169,92,55.4143,82.7330,3.2294,4.2667
169,93,55.4143,82.7330,3.2294,4.2667
169,94,55.4143,82.7330,3.2294,4.2667
169,95,54.3198,70.5561,2.7061,3.0551
169,96,54.3198,70.5561,2.7061,3.0551
169,97,54.3198,70.5561,2.7061,3.0551
169,98,54.3198,70.5561,2.7061,3.0551
169,99,62.0870,75.9973,3.7872,3.7088
169,100,62.0870,75.9973,3.7872,3.7088
169,101,62.0870,75.9973,3.7872,3.7088
169,102,62.0870,75.9973,3.7872,3.7088
169,103,69.7417,75.6208,5.6275,4.7059
169,104,69.7417,75.6208,5.6275,4.7059
169,105,69.7417,75.6208,5.6275,4.7059
169,106,69.7417,75.6208,5.6275,4.7059
170,87,49.5207,89.5921,3.2168,4.2361
170,88,49.5207,89.5921,3.2168,4.2361
170,89,49.5207,89.5921,3.2168,4.2361
170,90,49.5207,89.5921,3.2168,4.2361
170,91,49.5207,89.5921,3.2168,4.2361
170,92,55.7288,85.5214,3.2168,4.2361
170,93,55.7288,85.5214,3.2168,4.2361
170,94,55.7288,85.5214,3.2168,4.2361
170,95,65.8012,81.2654,4.8188,5.5146
170,96,65.8012,81.2654,4.8188,5.5146
170,97,65.8012,81.2654,4.8188,5.5146
170,98,65.8012,81.2654,4.8188,5.5146
170,99,55.7557,61.6901,3.7872,3.7088
170,100,55.7557,61.6901,3.7872,3.7088
170,101,55.7557,61.6901,3.7872,3.7088
170,102,55.7557,61.6901,3.7872,3.7088
171,87,49.5207,89.5921,3.2168,4.2361
171,88,49.5207,89.5921,3.2168,4.2361
171,89,49.5207,89.5921,3.2168,4.2361
171,90,49.5207,89.5921,3.2168,4.2361
171,91,49.5207,89.5921,3.2168,4.2361
171,92,55.7288,85.5214,3.2168,4.2361
171,93,55.7288,85.5214,3.2168,4.2361
171,94,55.7288,85.5214,3.2168,4.2361
171,95,65.8012,81.2654,4.8188,5.5146
171,96,65.8012,81.2654,4.8188,5.5146
171,97,65.8012,81.2654,4.8188,5.5146
171,98,65.8012,81.2654,4.8188,5.5146
171,99,55.7557,61.6901,3.7872,3.7088
171,100,55.7557,61.6901,3.7872,3.7088
171,101,55.7557,61.6901,3.7872,3.7088
171,102,55.7557,61.6901,3.7872,3.7088
172,87,49.5207,89.5921,3.2168,4.2361
172,88,49.5207,89.5921,3.2168,4.2361
172,89,49.5207,89.5921,3.2168,4.2361
172,90,49.5207,89.5921,3.2168,4.2361
172,91,55.7288,85.5214,3.2168,4.2361
172,92,55.7288,85.5214,3.2168,4.2361
172,93,55.7288,85.5214,3.2168,4.2361
172,94,55.7288,85.5214,3.2168,4.2361
172,95,65.8012,81.2654,4.8188,5.5146
172,96,65.8012,81.2654,4.8188,5.5146
172,97,65.8012,81.2654,4.8188,5.5146
172,98,65.8012,81.2654,4.8188,5.5146
172,99,55.7557,61.6901,3.7872,3.7088
172,100,55.7557,61.6901,3.7872,3.7088
172,101,55.7557,61.6901,3.7872,3.7088
172,102,55.7557,61.6901,3.7872,3.7088
173,87,69.0155,98.1596,4.7930,5.4672
173,88,69.0155,98.1596,4.7930,5.4672
173,89,69.0155,98.1596,4.7930,5.4672
173,90,69.0155,98.1596,4.7930,5.4672
173,91,55.7288,85.5214,3.2168,4.2361
173,92,55.7288,85.5214,3.2168,4.2361
173,93,55.7288,85.5214,3.2168,4.2361
173,94,55.7288,85.5214,3.2168,4.2361
173,95,65.8012,81.2654,4.8188,5.5146
173,96,65.8012,81.2654,4.8188,5.5146
173,97,65.8012,81.2654,4.8188,5.5146
173,98,65.8012,81.2654,4.8188,5.5146
173,99,55.7557,61.6901,3.7872,3.7088
