I, J, U, V, Uerr, Verr 
163,95,37.0628,19.3684,3.7872,3.7088
163,96,37.0628,19.3684,3.7872,3.7088
163,97,37.0628,19.3684,3.7872,3.7088
163,98,37.0628,19.3684,3.7872,3.7088
163,99,14.5726,-13.3942,3.7872,3.7088
163,100,14.5726,-13.3942,3.7872,3.7088
163,101,14.5726,-13.3942,3.7872,3.7088
163,102,14.5726,-13.3942,3.7872,3.7088
164,95,37.0628,19.3684,3.7872,3.7088
164,96,37.0628,19.3684,3.7872,3.7088
164,97,37.0628,19.3684,3.7872,3.7088
164,98,37.0628,19.3684,3.7872,3.7088
164,99,14.5726,-13.3942,3.7872,3.7088
164,100,14.5726,-13.3942,3.7872,3.7088
164,101,14.5726,-13.3942,3.7872,3.7088
164,102,14.5726,-13.3942,3.7872,3.7088
165,95,37.0628,19.3684,3.7872,3.7088
165,96,37.0628,19.3684,3.7872,3.7088
165,97,37.0628,19.3684,3.7872,3.7088
165,98,37.0628,19.3684,3.7872,3.7088
165,99,14.5726,-13.3942,3.7872,3.7088
165,100,14.5726,-13.3942,3.7872,3.7088
165,101,14.5726,-13.3942,3.7872,3.7088
165,102,14.5726,-13.3942,3.7872,3.7088
166,95,37.0628,19.3684,3.7872,3.7088
166,96,37.0628,19.3684,3.7872,3.7088
166,97,37.0628,19.3684,3.7872,3.7088
166,98,37.0628,19.3684,3.7872,3.7088
166,99,14.5726,-13.3942,3.7872,3.7088
166,100,14.5726,-13.3942,3.7872,3.7088
166,101,14.5726,-13.3942,3.7872,3.7088
166,102,14.5726,-13.3942,3.7872,3.7088
167,91,28.4559,22.7336,4.8188,5.5146
167,92,28.4559,22.7336,4.8188,5.5146
167,93,28.4559,22.7336,4.8188,5.5146
167,94,28.4559,22.7336,4.8188,5.5146
167,95,23.0223,7.8272,3.1006,2.6331
167,96,23.0223,7.8272,3.1006,2.6331
167,97,23.0223,7.8272,3.1006,2.6331
167,98,23.0223,7.8272,3.1006,2.6331
167,99,4.1672,-15.4547,0.9051,1.4181
167,100,4.1672,-15.4547,0.9051,1.4181
167,101,4.1672,-15.4547,0.9051,1.4181
167,102,4.1672,-15.4547,0.9051,1.4181
167,103,1.3851,-33.1515,0.9494,1.1379
167,104,1.3851,-33.1515,0.9494,1.1379
167,105,1.3851,-33.1515,0.9494,1.1379
