I, J, U, V, Uerr, Verr 
160,99,25.2949,20.6671,4.8188,5.5146
160,100,25.2949,20.6671,4.8188,5.5146
160,101,25.2949,20.6671,4.8188,5.5146
160,102,25.2949,20.6671,4.8188,5.5146
161,99,25.2949,20.6671,4.8188,5.5146
161,100,25.2949,20.6671,4.8188,5.5146
161,101,25.2949,20.6671,4.8188,5.5146
161,102,25.2949,20.6671,4.8188,5.5146
162,99,25.2949,20.6671,4.8188,5.5146
162,100,25.2949,20.6671,4.8188,5.5146
162,101,25.2949,20.6671,4.8188,5.5146
162,102,25.2949,20.6671,4.8188,5.5146
163,91,45.7380,65.6878,3.2294,4.2667
163,92,45.7380,65.6878,3.2294,4.2667
163,93,45.7380,65.6878,3.2294,4.2667
163,94,45.7380,65.6878,3.2294,4.2667
163,95,41.7110,47.7599,2.7061,3.0551
163,96,41.7110,47.7599,2.7061,3.0551
163,97,41.7110,47.7599,2.7061,3.0551
163,98,41.7110,47.7599,2.7061,3.0551
163,99,31.3146,27.3870,3.7872,3.7088
163,100,31.3146,27.3870,3.7872,3.7088
163,101,31.3146,27.3870,3.7872,3.7088
163,102,31.3146,27.3870,3.7872,3.7088
164,91,45.7380,65.6878,3.2294,4.2667
164,92,45.7380,65.6878,3.2294,4.2667
164,93,45.7380,65.6878,3.2294,4.2667
164,94,45.7380,65.6878,3.2294,4.2667
164,95,41.7110,47.7599,2.7061,3.0551
164,96,41.7110,47.7599,2.7061,3.0551
164,97,41.7110,47.7599,2.7061,3.0551
164,98,41.7110,47.7599,2.7061,3.0551
164,99,31.3146,27.3870,3.7872,3.7088
164,100,31.3146,27.3870,3.7872,3.7088
164,101,31.3146,27.3870,3.7872,3.7088
164,102,31.3146,27.3870,3.7872,3.7088
165,91,45.7380,65.6878,3.2294,4.2667
165,92,45.7380,65.6878,3.2294,4.2667
165,93,45.7380,65.6878,3.2294,4.2667
165,94,45.7380,65.6878,3.2294,4.2667
165,95,41.7110,47.7599,2.7061,3.0551
165,96,41.7110,47.7599,2.7061,3.0551
165,97,41.7110,47.7599,2.7061,3.0551
165,98,41.7110,47.7599,2.7061,3.0551
165,99,31.3146,27.3870,3.7872,3.7088
165,100,31.3146,27.3870,3.7872,3.7088
165,101,31.3146,27.3870,3.7872,3.7088
165,102,31.3146,27.3870,3.7872,3.7088
166,91,45.7380,65.6878,3.2294,4.2667
166,92,45.7380,65.6878,3.2294,4.2667
166,93,45.7380,65.6878,3.2294,4.2667
166,94,45.7380,65.6878,3.2294,4.2667
166,95,41.7110,47.7599,2.7061,3.0551
166,96,41.7110,47.7599,2.7061,3.0551
166,97,41.7110,47.7599,2.7061,3.0551
166,98,41.7110,47.7599,2.7061,3.0551
166,99,31.3146,27.3870,3.7872,3.7088
166,100,31.3146,27.3870,3.7872,3.7088
166,101,31.3146,27.3870,3.7872,3.7088
166,102,31.3146,27.3870,3.7872,3.7088
167,87,49.7347,74.2775,3.2168,4.2361
167,88,49.7347,74.2775,3.2168,4.2361
167,89,49.7347,74.2775,3.2168,4.2361
167,90,49.7347,74.2775,3.2168,4.2361
167,91,45.0328,64.1618,3.2294,4.2667
167,92,45.0328,64.1618,3.2294,4.2667
167,93,45.0328,64.1618,3.2294,4.2667
167,94,45.0328,64.1618,3.2294,4.2667
167,95,22.0247,32.5206,0.8827,1.3019
167,96,22.0247,32.5206,0.8827,1.3019
167,97,22.0247,32.5206,0.8827,1.3019
167,98,22.0247,32.5206,0.8827,1.3019
167,99,17.9762,20.3847,0.8827,1.3019
167,100,17.9762,20.3847,0.8827,1.3019
167,101,17.9762,20.3847,0.8827,1.3019
167,102,17.9762,20.3847,0.8827,1.3019
167,103,19.3825,6.2575,0.9051,1.4181
167,104,19.3825,6.2575,0.9051,1.4181
167,105,19.3825,6.2575,0.9051,1.4181
167,106,19.3825,6.2575,0.9051,1.4181
167,107,18.9380,-7.1896,0.9771,1.2052
167,108,18.9380,-7.1896,0.9771,1.2052
167,109,18.9380,-7.1896,0.9771,1.2052
167,110,18.9380,-7.1896,0.9771,1.2052
167,111,19.3268,-17.1071,0.9771,1.2052
167,112,19.3268,-17.1071,0.9771,1.2052
167,113,19.3268,-17.1071,0.9771,1.2052
167,114,19.3268,-17.1071,0.9771,1.2052
167,115,9.5377,-21.4018,1.1459,1.3689
167,116,9.5377,-21.4018,1.1459,1.3689
167,117,9.5377,-21.4018,1.1459,1.3689
167,118,9.5377,-21.4018,1.1459,1.3689
167,119,9.5377,-21.4018,1.1459,1.3689
167,120,9.5377,-21.4018,1.1459,1.3689
167,121,9.5377,-21.4018,1.1459,1.3689
167,122,9.5377,-21.4018,1.1459,1.3689
167,123,9.5377,-21.4018,1.1459,1.3689
168,87,49.7347,74.2775,3.2168,4.2361
168,88,49.7347,74.2775,3.2168,4.2361
168,89,49.7347,74.2775,3.2168,4.2361
168,90,49.7347,74.2775,3.2168,4.2361
168,91,45.0328,64.1618,3.2294,4.2667
168,92,45.0328,64.1618,3.2294,4.2667
168,93,45.0328,64.1618,3.2294,4.2667
168,94,45.0328,64.1618,3.2294,4.2667
168,95,22.0247,32.5206,0.8827,1.3019
168,96,22.0247,32.5206,0.8827,1.3019
168,97,22.0247,32.5206,0.8827,1.3019
168,98,22.0247,32.5206,0.8827,1.3019
168,99,17.9762,20.3847,0.8827,1.3019
168,100,17.9762,20.3847,0.8827,1.3019
168,101,17.9762,20.3847,0.8827,1.3019
168,102,17.9762,20.3847,0.8827,1.3019
168,103,19.3825,6.2575,0.9051,1.4181
